datum,kraj,pomucka,pocet,zmena
2020-04-09,Královéhradecký kraj,Filtry k polomaskám,400,0
2020-04-09,Královéhradecký kraj,Návleky na obuv,0,0
2020-04-09,Královéhradecký kraj,Ochranné oděvy,14999,0
2020-04-09,Královéhradecký kraj,Odběrové sady,2000,0
2020-04-09,Královéhradecký kraj,Ostatní,0,0
2020-04-09,Královéhradecký kraj,Plicní ventilátory,0,0
2020-04-09,Královéhradecký kraj,Polomasky,200,0
2020-04-09,Královéhradecký kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-09,Královéhradecký kraj,Respirátory,90390,11200
2020-04-09,Královéhradecký kraj,Roušky,587917,22500
2020-04-09,Královéhradecký kraj,Rukavice,171300,46000
2020-04-09,Královéhradecký kraj,Rychlotesty,3000,0
2020-04-09,Královéhradecký kraj,Tampóny,300,0
2020-04-09,Královéhradecký kraj,Teploměry,0,0
2020-04-09,Královéhradecký kraj,Termokamery,0,0
2020-04-09,Královéhradecký kraj,Štíty,335,0
2020-04-09,Liberecký kraj,Brýle,290,0
2020-04-09,Liberecký kraj,Dezinfekce (l),1020,0
2020-04-09,Liberecký kraj,Filtry k polomaskám,0,0
2020-04-09,Liberecký kraj,Návleky na obuv,1050,0
2020-04-09,Liberecký kraj,Ochranné oděvy,2318,0
2020-04-09,Liberecký kraj,Odběrové sady,8300,0
2020-04-09,Liberecký kraj,Ostatní,0,0
2020-04-09,Liberecký kraj,Plicní ventilátory,0,0
2020-04-09,Liberecký kraj,Polomasky,0,0
2020-04-09,Liberecký kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-09,Liberecký kraj,Respirátory,51210,8000
2020-04-09,Liberecký kraj,Roušky,218790,15000
2020-04-09,Liberecký kraj,Rukavice,62950,34000
2020-04-09,Liberecký kraj,Rychlotesty,3000,0
2020-04-09,Liberecký kraj,Tampóny,300,0
2020-04-09,Liberecký kraj,Teploměry,0,0
2020-04-09,Liberecký kraj,Termokamery,0,0
2020-04-09,Liberecký kraj,Štíty,225,0
2020-04-09,Moravskoslezský kraj,Brýle,2012,0
2020-04-09,Moravskoslezský kraj,Dezinfekce (l),2775,0
2020-04-09,Moravskoslezský kraj,Filtry k polomaskám,300,0
2020-04-09,Moravskoslezský kraj,Návleky na obuv,1232,0
2020-04-09,Moravskoslezský kraj,Ochranné oděvy,10524,0
2020-04-09,Moravskoslezský kraj,Odběrové sady,11750,0
2020-04-09,Moravskoslezský kraj,Ostatní,0,0
2020-04-09,Moravskoslezský kraj,Plicní ventilátory,0,0
2020-04-09,Moravskoslezský kraj,Polomasky,150,0
2020-04-09,Moravskoslezský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-09,Moravskoslezský kraj,Respirátory,119705,24000
2020-04-09,Moravskoslezský kraj,Roušky,704209,47500
2020-04-09,Moravskoslezský kraj,Rukavice,200100,97000
2020-04-09,Moravskoslezský kraj,Rychlotesty,6000,0
2020-04-09,Moravskoslezský kraj,Tampóny,2900,0
2020-04-09,Moravskoslezský kraj,Teploměry,0,0
2020-04-09,Moravskoslezský kraj,Termokamery,0,0
2020-04-09,Moravskoslezský kraj,Štíty,893,0
2020-04-09,Olomoucký kraj,Brýle,1635,0
2020-04-09,Olomoucký kraj,Dezinfekce (l),2625,0
2020-04-09,Olomoucký kraj,Filtry k polomaskám,200,0
2020-04-09,Olomoucký kraj,Návleky na obuv,2050,0
2020-04-09,Olomoucký kraj,Ochranné oděvy,9738,0
2020-04-09,Olomoucký kraj,Odběrové sady,9000,0
2020-04-09,Olomoucký kraj,Ostatní,0,0
2020-04-09,Olomoucký kraj,Plicní ventilátory,0,0
2020-04-09,Olomoucký kraj,Polomasky,100,0
2020-04-09,Olomoucký kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-09,Olomoucký kraj,Respirátory,105630,12800
2020-04-09,Olomoucký kraj,Roušky,590223,25000
2020-04-09,Olomoucký kraj,Rukavice,132900,54000
2020-04-09,Olomoucký kraj,Rychlotesty,29000,0
2020-04-09,Olomoucký kraj,Tampóny,1200,0
2020-04-09,Olomoucký kraj,Teploměry,0,0
2020-04-09,Olomoucký kraj,Termokamery,0,0
2020-04-09,Olomoucký kraj,Štíty,1235,0
2020-04-09,Pardubický kraj,Brýle,980,0
2020-04-09,Pardubický kraj,Dezinfekce (l),665,0
2020-04-09,Pardubický kraj,Filtry k polomaskám,0,0
2020-04-09,Pardubický kraj,Návleky na obuv,1250,0
2020-04-09,Pardubický kraj,Ochranné oděvy,4586,0
2020-04-09,Pardubický kraj,Odběrové sady,1000,0
2020-04-09,Pardubický kraj,Ostatní,0,0
2020-04-09,Pardubický kraj,Plicní ventilátory,0,0
2020-04-09,Pardubický kraj,Polomasky,0,0
2020-04-09,Pardubický kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-09,Pardubický kraj,Respirátory,49355,9600
2020-04-09,Pardubický kraj,Roušky,206944,20000
2020-04-09,Pardubický kraj,Rukavice,74250,39000
2020-04-09,Pardubický kraj,Rychlotesty,3000,0
2020-04-09,Pardubický kraj,Tampóny,300,0
2020-04-09,Pardubický kraj,Teploměry,0,0
2020-04-09,Pardubický kraj,Termokamery,0,0
2020-04-09,Pardubický kraj,Štíty,1180,0
2020-04-09,Plzeňský kraj,Brýle,924,0
2020-04-09,Plzeňský kraj,Dezinfekce (l),5240,0
2020-04-09,Plzeňský kraj,Filtry k polomaskám,300,0
2020-04-09,Plzeňský kraj,Návleky na obuv,18200,0
2020-04-09,Plzeňský kraj,Ochranné oděvy,16939,0
2020-04-09,Plzeňský kraj,Odběrové sady,3100,0
2020-04-09,Plzeňský kraj,Ostatní,0,0
2020-04-09,Plzeňský kraj,Plicní ventilátory,0,0
2020-04-09,Plzeňský kraj,Polomasky,150,0
2020-04-09,Plzeňský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-09,Plzeňský kraj,Respirátory,99045,11200
2020-04-09,Plzeňský kraj,Roušky,664099,22500
2020-04-09,Plzeňský kraj,Rukavice,118200,45000
2020-04-09,Plzeňský kraj,Rychlotesty,3000,0
2020-04-09,Plzeňský kraj,Tampóny,300,0
2020-04-09,Plzeňský kraj,Teploměry,0,0
2020-04-09,Plzeňský kraj,Termokamery,0,0
2020-04-09,Plzeňský kraj,Štíty,432,0
2020-04-09,Středočeský kraj,Brýle,380,0
2020-04-09,Středočeský kraj,Dezinfekce (l),755,0
2020-04-09,Středočeský kraj,Filtry k polomaskám,0,0
2020-04-09,Středočeský kraj,Návleky na obuv,50,0
2020-04-09,Středočeský kraj,Ochranné oděvy,4247,1045
2020-04-09,Středočeský kraj,Odběrové sady,300,0
2020-04-09,Středočeský kraj,Ostatní,0,0
2020-04-09,Středočeský kraj,Plicní ventilátory,0,0
2020-04-09,Středočeský kraj,Polomasky,0,0
2020-04-09,Středočeský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-09,Středočeský kraj,Respirátory,60660,26600
2020-04-09,Středočeský kraj,Roušky,336655,45100
2020-04-09,Středočeský kraj,Rukavice,137550,70000
2020-04-09,Středočeský kraj,Rychlotesty,12000,0
2020-04-09,Středočeský kraj,Tampóny,200,0
2020-04-09,Středočeský kraj,Teploměry,0,0
2020-04-09,Středočeský kraj,Termokamery,0,0
2020-04-09,Středočeský kraj,Štíty,57,0
2020-04-09,Zlínský kraj,Brýle,660,0
2020-04-09,Zlínský kraj,Dezinfekce (l),825,0
2020-04-09,Zlínský kraj,Filtry k polomaskám,0,0
2020-04-09,Zlínský kraj,Návleky na obuv,100,0
2020-04-09,Zlínský kraj,Ochranné oděvy,3229,0
2020-04-09,Zlínský kraj,Odběrové sady,1800,0
2020-04-09,Zlínský kraj,Ostatní,0,0
2020-04-09,Zlínský kraj,Plicní ventilátory,0,0
2020-04-09,Zlínský kraj,Polomasky,0,0
2020-04-09,Zlínský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-09,Zlínský kraj,Respirátory,59030,9600
2020-04-09,Zlínský kraj,Roušky,228087,20000
2020-04-09,Zlínský kraj,Rukavice,102350,47000
2020-04-09,Zlínský kraj,Rychlotesty,2000,0
2020-04-09,Zlínský kraj,Tampóny,300,0
2020-04-09,Zlínský kraj,Teploměry,0,0
2020-04-09,Zlínský kraj,Termokamery,0,0
2020-04-09,Zlínský kraj,Štíty,410,0
2020-04-09,Ústecký kraj,Brýle,820,0
2020-04-09,Ústecký kraj,Dezinfekce (l),1815,0
2020-04-09,Ústecký kraj,Filtry k polomaskám,0,0
2020-04-09,Ústecký kraj,Návleky na obuv,0,0
2020-04-09,Ústecký kraj,Ochranné oděvy,3920,0
2020-04-09,Ústecký kraj,Odběrové sady,2100,0
2020-04-09,Ústecký kraj,Ostatní,0,0
2020-04-09,Ústecký kraj,Plicní ventilátory,0,0
2020-04-09,Ústecký kraj,Polomasky,0,0
2020-04-09,Ústecký kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-09,Ústecký kraj,Respirátory,73305,14410
2020-04-09,Ústecký kraj,Roušky,277505,30000
2020-04-09,Ústecký kraj,Rukavice,115900,60000
2020-04-09,Ústecký kraj,Rychlotesty,3000,0
2020-04-09,Ústecký kraj,Tampóny,400,0
2020-04-09,Ústecký kraj,Teploměry,0,0
2020-04-09,Ústecký kraj,Termokamery,0,0
2020-04-09,Ústecký kraj,Štíty,1040,0
2020-04-10,CZ010,Brýle,0,0
2020-04-10,CZ010,Dezinfekce (l),0,0
2020-04-10,CZ010,Filtry k polomaskám,0,0
2020-04-10,CZ010,Návleky na obuv,0,0
2020-04-10,CZ010,Ochranné oděvy,0,0
2020-04-10,CZ010,Odběrové sady,0,0
2020-04-10,CZ010,Ostatní,0,0
2020-04-10,CZ010,Plicní ventilátory,0,0
2020-04-10,CZ010,Polomasky,0,0
2020-04-10,CZ010,Příslušenství k plicním ventilátorům,0,0
2020-04-10,CZ010,Respirátory,0,0
2020-04-10,CZ010,Roušky,0,0
2020-04-10,CZ010,Rukavice,0,0
2020-04-10,CZ010,Rychlotesty,0,0
2020-04-10,CZ010,Tampóny,0,0
2020-04-10,CZ010,Teploměry,0,0
2020-04-10,CZ010,Termokamery,0,0
2020-04-10,CZ010,Štíty,0,0
2020-04-10,CZ020,Brýle,0,0
2020-04-10,CZ020,Dezinfekce (l),0,0
2020-04-10,CZ020,Filtry k polomaskám,0,0
2020-04-10,CZ020,Návleky na obuv,0,0
2020-04-10,CZ020,Ochranné oděvy,0,0
2020-04-10,CZ020,Odběrové sady,0,0
2020-04-10,CZ020,Ostatní,0,0
2020-04-10,CZ020,Plicní ventilátory,0,0
2020-04-10,CZ020,Polomasky,0,0
2020-04-10,CZ020,Příslušenství k plicním ventilátorům,0,0
2020-04-10,CZ020,Respirátory,0,0
2020-04-10,CZ020,Roušky,0,0
2020-04-10,CZ020,Rukavice,0,0
2020-04-10,CZ020,Rychlotesty,0,0
2020-04-10,CZ020,Tampóny,0,0
2020-04-10,CZ020,Teploměry,0,0
2020-04-10,CZ020,Termokamery,0,0
2020-04-10,CZ020,Štíty,0,0
2020-04-10,CZ031,Brýle,0,0
2020-04-10,CZ031,Dezinfekce (l),0,0
2020-04-10,CZ031,Filtry k polomaskám,0,0
2020-04-10,CZ031,Návleky na obuv,0,0
2020-04-10,CZ031,Ochranné oděvy,0,0
2020-04-10,CZ031,Odběrové sady,0,0
2020-04-10,CZ031,Ostatní,0,0
2020-04-10,CZ031,Plicní ventilátory,0,0
2020-04-10,CZ031,Polomasky,0,0
2020-04-10,CZ031,Příslušenství k plicním ventilátorům,0,0
2020-04-10,CZ031,Respirátory,0,0
2020-04-10,CZ031,Roušky,0,0
2020-04-10,CZ031,Rukavice,0,0
2020-04-10,CZ031,Rychlotesty,0,0
2020-04-10,CZ031,Tampóny,0,0
2020-04-10,CZ031,Teploměry,0,0
2020-04-10,CZ031,Termokamery,0,0
2020-04-10,CZ031,Štíty,0,0
2020-04-10,CZ032,Brýle,0,0
2020-04-10,CZ032,Dezinfekce (l),0,0
2020-04-10,CZ032,Filtry k polomaskám,0,0
2020-04-10,CZ032,Návleky na obuv,0,0
2020-04-10,CZ032,Ochranné oděvy,0,0
2020-04-10,CZ032,Odběrové sady,0,0
2020-04-10,CZ032,Ostatní,0,0
2020-04-10,CZ032,Plicní ventilátory,0,0
2020-04-10,CZ032,Polomasky,0,0
2020-04-10,CZ032,Příslušenství k plicním ventilátorům,0,0
2020-04-10,CZ032,Respirátory,0,0
2020-04-10,CZ032,Roušky,0,0
2020-04-10,CZ032,Rukavice,0,0
2020-04-10,CZ032,Rychlotesty,0,0
2020-04-10,CZ032,Tampóny,0,0
2020-04-10,CZ032,Teploměry,0,0
2020-04-10,CZ032,Termokamery,0,0
2020-04-10,CZ032,Štíty,0,0
2020-04-10,CZ041,Brýle,0,0
2020-04-10,CZ041,Dezinfekce (l),0,0
2020-04-10,CZ041,Filtry k polomaskám,0,0
2020-04-10,CZ041,Návleky na obuv,0,0
2020-04-10,CZ041,Ochranné oděvy,0,0
2020-04-10,CZ041,Odběrové sady,0,0
2020-04-10,CZ041,Ostatní,0,0
2020-04-10,CZ041,Plicní ventilátory,0,0
2020-04-10,CZ041,Polomasky,0,0
2020-04-10,CZ041,Příslušenství k plicním ventilátorům,0,0
2020-04-10,CZ041,Respirátory,0,0
2020-04-10,CZ041,Roušky,0,0
2020-04-10,CZ041,Rukavice,0,0
2020-04-10,CZ041,Rychlotesty,0,0
2020-04-10,CZ041,Tampóny,0,0
2020-04-10,CZ041,Teploměry,0,0
2020-04-10,CZ041,Termokamery,0,0
2020-04-10,CZ041,Štíty,0,0
2020-04-10,CZ042,Brýle,0,0
2020-04-10,CZ042,Dezinfekce (l),0,0
2020-04-10,CZ042,Filtry k polomaskám,0,0
2020-04-10,CZ042,Návleky na obuv,0,0
2020-04-10,CZ042,Ochranné oděvy,0,0
2020-04-10,CZ042,Odběrové sady,0,0
2020-04-10,CZ042,Ostatní,0,0
2020-04-10,CZ042,Plicní ventilátory,0,0
2020-04-10,CZ042,Polomasky,0,0
2020-04-10,CZ042,Příslušenství k plicním ventilátorům,0,0
2020-04-10,CZ042,Respirátory,0,0
2020-04-10,CZ042,Roušky,0,0
2020-04-10,CZ042,Rukavice,0,0
2020-04-10,CZ042,Rychlotesty,0,0
2020-04-10,CZ042,Tampóny,0,0
2020-04-10,CZ042,Teploměry,0,0
2020-04-10,CZ042,Termokamery,0,0
2020-04-10,CZ042,Štíty,0,0
2020-04-10,CZ051,Brýle,0,0
2020-04-10,CZ051,Dezinfekce (l),0,0
2020-04-10,CZ051,Filtry k polomaskám,0,0
2020-04-10,CZ051,Návleky na obuv,0,0
2020-04-10,CZ051,Ochranné oděvy,0,0
2020-04-10,CZ051,Odběrové sady,0,0
2020-04-10,CZ051,Ostatní,0,0
2020-04-10,CZ051,Plicní ventilátory,0,0
2020-04-10,CZ051,Polomasky,0,0
2020-04-10,CZ051,Příslušenství k plicním ventilátorům,0,0
2020-04-10,CZ051,Respirátory,0,0
2020-04-10,CZ051,Roušky,0,0
2020-04-10,CZ051,Rukavice,0,0
2020-04-10,CZ051,Rychlotesty,0,0
2020-04-10,CZ051,Tampóny,0,0
2020-04-10,CZ051,Teploměry,0,0
2020-04-10,CZ051,Termokamery,0,0
2020-04-10,CZ051,Štíty,0,0
2020-04-10,CZ052,Brýle,0,0
2020-04-10,CZ052,Dezinfekce (l),0,0
2020-04-10,CZ052,Filtry k polomaskám,0,0
2020-04-10,CZ052,Návleky na obuv,0,0
2020-04-10,CZ052,Ochranné oděvy,0,0
2020-04-10,CZ052,Odběrové sady,0,0
2020-04-10,CZ052,Ostatní,0,0
2020-04-10,CZ052,Plicní ventilátory,0,0
2020-04-10,CZ052,Polomasky,0,0
2020-04-10,CZ052,Příslušenství k plicním ventilátorům,0,0
2020-04-10,CZ052,Respirátory,0,0
2020-04-10,CZ052,Roušky,0,0
2020-04-10,CZ052,Rukavice,0,0
2020-04-10,CZ052,Rychlotesty,0,0
2020-04-10,CZ052,Tampóny,0,0
2020-04-10,CZ052,Teploměry,0,0
2020-04-10,CZ052,Termokamery,0,0
2020-04-10,CZ052,Štíty,0,0
2020-04-10,CZ053,Brýle,0,0
2020-04-10,CZ053,Dezinfekce (l),0,0
2020-04-10,CZ053,Filtry k polomaskám,0,0
2020-04-10,CZ053,Návleky na obuv,0,0
2020-04-10,CZ053,Ochranné oděvy,0,0
2020-04-10,CZ053,Odběrové sady,0,0
2020-04-10,CZ053,Ostatní,0,0
2020-04-10,CZ053,Plicní ventilátory,0,0
2020-04-10,CZ053,Polomasky,0,0
2020-04-10,CZ053,Příslušenství k plicním ventilátorům,0,0
2020-04-10,CZ053,Respirátory,0,0
2020-04-10,CZ053,Roušky,0,0
2020-04-10,CZ053,Rukavice,0,0
2020-04-10,CZ053,Rychlotesty,0,0
2020-04-10,CZ053,Tampóny,0,0
2020-04-10,CZ053,Teploměry,0,0
2020-04-10,CZ053,Termokamery,0,0
2020-04-10,CZ053,Štíty,0,0
2020-04-10,CZ063,Brýle,0,0
2020-04-10,CZ063,Dezinfekce (l),0,0
2020-04-10,CZ063,Filtry k polomaskám,0,0
2020-04-10,CZ063,Návleky na obuv,0,0
2020-04-10,CZ063,Ochranné oděvy,0,0
2020-04-10,CZ063,Odběrové sady,0,0
2020-04-10,CZ063,Ostatní,0,0
2020-04-10,CZ063,Plicní ventilátory,0,0
2020-04-10,CZ063,Polomasky,0,0
2020-04-10,CZ063,Příslušenství k plicním ventilátorům,0,0
2020-04-10,CZ063,Respirátory,0,0
2020-04-10,CZ063,Roušky,0,0
2020-04-10,CZ063,Rukavice,0,0
2020-04-10,CZ063,Rychlotesty,0,0
2020-04-10,CZ063,Tampóny,0,0
2020-04-10,CZ063,Teploměry,0,0
2020-04-10,CZ063,Termokamery,0,0
2020-04-10,CZ063,Štíty,0,0
2020-04-10,CZ064,Brýle,0,0
2020-04-10,CZ064,Dezinfekce (l),0,0
2020-04-10,CZ064,Filtry k polomaskám,0,0
2020-04-10,CZ064,Návleky na obuv,0,0
2020-04-10,CZ064,Ochranné oděvy,0,0
2020-04-10,CZ064,Odběrové sady,0,0
2020-04-10,CZ064,Ostatní,0,0
2020-04-10,CZ064,Plicní ventilátory,0,0
2020-04-10,CZ064,Polomasky,0,0
2020-04-10,CZ064,Příslušenství k plicním ventilátorům,0,0
2020-04-10,CZ064,Respirátory,0,0
2020-04-10,CZ064,Roušky,0,0
2020-04-10,CZ064,Rukavice,0,0
2020-04-10,CZ064,Rychlotesty,0,0
2020-04-10,CZ064,Tampóny,0,0
2020-04-10,CZ064,Teploměry,0,0
2020-04-10,CZ064,Termokamery,0,0
2020-04-10,CZ064,Štíty,0,0
2020-04-10,CZ071,Brýle,0,0
2020-04-10,CZ071,Dezinfekce (l),0,0
2020-04-10,CZ071,Filtry k polomaskám,0,0
2020-04-10,CZ071,Návleky na obuv,0,0
2020-04-10,CZ071,Ochranné oděvy,0,0
2020-04-10,CZ071,Odběrové sady,0,0
2020-04-10,CZ071,Ostatní,0,0
2020-04-10,CZ071,Plicní ventilátory,0,0
2020-04-10,CZ071,Polomasky,0,0
2020-04-10,CZ071,Příslušenství k plicním ventilátorům,0,0
2020-04-10,CZ071,Respirátory,0,0
2020-04-10,CZ071,Roušky,0,0
2020-04-10,CZ071,Rukavice,0,0
2020-04-10,CZ071,Rychlotesty,0,0
2020-04-10,CZ071,Tampóny,0,0
2020-04-10,CZ071,Teploměry,0,0
2020-04-10,CZ071,Termokamery,0,0
2020-04-10,CZ071,Štíty,0,0
2020-04-10,CZ072,Brýle,0,0
2020-04-10,CZ072,Dezinfekce (l),0,0
2020-04-10,CZ072,Filtry k polomaskám,0,0
2020-04-10,CZ072,Návleky na obuv,0,0
2020-04-10,CZ072,Ochranné oděvy,0,0
2020-04-10,CZ072,Odběrové sady,0,0
2020-04-10,CZ072,Ostatní,0,0
2020-04-10,CZ072,Plicní ventilátory,0,0
2020-04-10,CZ072,Polomasky,0,0
2020-04-10,CZ072,Příslušenství k plicním ventilátorům,0,0
2020-04-10,CZ072,Respirátory,0,0
2020-04-10,CZ072,Roušky,0,0
2020-04-10,CZ072,Rukavice,0,0
2020-04-10,CZ072,Rychlotesty,0,0
2020-04-10,CZ072,Tampóny,0,0
2020-04-10,CZ072,Teploměry,0,0
2020-04-10,CZ072,Termokamery,0,0
2020-04-10,CZ072,Štíty,0,0
2020-04-10,CZ080,Brýle,0,0
2020-04-10,CZ080,Dezinfekce (l),0,0
2020-04-10,CZ080,Filtry k polomaskám,0,0
2020-04-10,CZ080,Návleky na obuv,0,0
2020-04-10,CZ080,Ochranné oděvy,0,0
2020-04-10,CZ080,Odběrové sady,0,0
2020-04-10,CZ080,Ostatní,0,0
2020-04-10,CZ080,Plicní ventilátory,0,0
2020-04-10,CZ080,Polomasky,0,0
2020-04-10,CZ080,Příslušenství k plicním ventilátorům,0,0
2020-04-10,CZ080,Respirátory,0,0
2020-04-10,CZ080,Roušky,0,0
2020-04-10,CZ080,Rukavice,0,0
2020-04-10,CZ080,Rychlotesty,0,0
2020-04-10,CZ080,Tampóny,0,0
2020-04-10,CZ080,Teploměry,0,0
2020-04-10,CZ080,Termokamery,0,0
2020-04-10,CZ080,Štíty,0,0
2020-04-10,Hlavní město Praha,Brýle,4568,102
2020-04-10,Hlavní město Praha,Dezinfekce (l),8634,219
2020-04-10,Hlavní město Praha,Filtry k polomaskám,1602,2
2020-04-10,Hlavní město Praha,Návleky na obuv,4530,0
2020-04-10,Hlavní město Praha,Ochranné oděvy,71113,1306
2020-04-10,Hlavní město Praha,Odběrové sady,22121,521
2020-04-10,Hlavní město Praha,Ostatní,0,0
2020-04-10,Hlavní město Praha,Plicní ventilátory,0,0
2020-04-10,Hlavní město Praha,Polomasky,801,1
2020-04-10,Hlavní město Praha,Příslušenství k plicním ventilátorům,0,0
2020-04-10,Hlavní město Praha,Respirátory,1402722,20959
2020-04-10,Hlavní město Praha,Roušky,4222510,265407
2020-04-10,Hlavní město Praha,Rukavice,853300,9000
2020-04-10,Hlavní město Praha,Rychlotesty,19695,145
2020-04-10,Hlavní město Praha,Tampóny,5000,0
2020-04-10,Hlavní město Praha,Teploměry,0,0
2020-04-10,Hlavní město Praha,Termokamery,0,0
2020-04-10,Hlavní město Praha,Štíty,4348,215
2020-04-10,Jihomoravský kraj,Brýle,1945,0
2020-04-10,Jihomoravský kraj,Dezinfekce (l),7360,0
2020-04-10,Jihomoravský kraj,Filtry k polomaskám,500,0
2020-04-10,Jihomoravský kraj,Návleky na obuv,367,0
2020-04-10,Jihomoravský kraj,Ochranné oděvy,27036,0
2020-04-10,Jihomoravský kraj,Odběrové sady,25700,0
2020-04-10,Jihomoravský kraj,Ostatní,0,0
2020-04-10,Jihomoravský kraj,Plicní ventilátory,0,0
2020-04-10,Jihomoravský kraj,Polomasky,250,0
2020-04-10,Jihomoravský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-10,Jihomoravský kraj,Respirátory,206765,0
2020-04-10,Jihomoravský kraj,Roušky,1531407,223040
2020-04-10,Jihomoravský kraj,Rukavice,175300,0
2020-04-10,Jihomoravský kraj,Rychlotesty,3000,0
2020-04-10,Jihomoravský kraj,Tampóny,300,0
2020-04-10,Jihomoravský kraj,Teploměry,0,0
2020-04-10,Jihomoravský kraj,Termokamery,0,0
2020-04-10,Jihomoravský kraj,Štíty,2544,0
2020-04-10,Jihočeský kraj,Brýle,922,0
2020-04-10,Jihočeský kraj,Dezinfekce (l),1225,0
2020-04-10,Jihočeský kraj,Filtry k polomaskám,0,0
2020-04-10,Jihočeský kraj,Návleky na obuv,270,0
2020-04-10,Jihočeský kraj,Ochranné oděvy,4082,0
2020-04-10,Jihočeský kraj,Odběrové sady,1300,0
2020-04-10,Jihočeský kraj,Ostatní,0,0
2020-04-10,Jihočeský kraj,Plicní ventilátory,0,0
2020-04-10,Jihočeský kraj,Polomasky,0,0
2020-04-10,Jihočeský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-10,Jihočeský kraj,Respirátory,62870,0
2020-04-10,Jihočeský kraj,Roušky,387083,120591
2020-04-10,Jihočeský kraj,Rukavice,80250,0
2020-04-10,Jihočeský kraj,Rychlotesty,3000,0
2020-04-10,Jihočeský kraj,Tampóny,300,0
2020-04-10,Jihočeský kraj,Teploměry,0,0
2020-04-10,Jihočeský kraj,Termokamery,0,0
2020-04-10,Jihočeský kraj,Štíty,586,0
2020-04-10,Karlovarský kraj,Brýle,60,0
2020-04-10,Karlovarský kraj,Dezinfekce (l),1190,0
2020-04-10,Karlovarský kraj,Filtry k polomaskám,0,0
2020-04-10,Karlovarský kraj,Návleky na obuv,1000,0
2020-04-10,Karlovarský kraj,Ochranné oděvy,1564,0
2020-04-10,Karlovarský kraj,Odběrové sady,0,0
2020-04-10,Karlovarský kraj,Ostatní,0,0
2020-04-10,Karlovarský kraj,Plicní ventilátory,0,0
2020-04-10,Karlovarský kraj,Polomasky,0,0
2020-04-10,Karlovarský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-10,Karlovarský kraj,Respirátory,30751,0
2020-04-10,Karlovarský kraj,Roušky,172030,55381
2020-04-10,Karlovarský kraj,Rukavice,42200,0
2020-04-10,Karlovarský kraj,Rychlotesty,6000,0
2020-04-10,Karlovarský kraj,Tampóny,2300,0
2020-04-10,Karlovarský kraj,Teploměry,0,0
2020-04-10,Karlovarský kraj,Termokamery,0,0
2020-04-10,Karlovarský kraj,Štíty,60,0
2020-04-10,Kraj Vysočina,Brýle,355,0
2020-04-10,Kraj Vysočina,Dezinfekce (l),1015,0
2020-04-10,Kraj Vysočina,Filtry k polomaskám,0,0
2020-04-10,Kraj Vysočina,Návleky na obuv,9300,0
2020-04-10,Kraj Vysočina,Ochranné oděvy,3339,0
2020-04-10,Kraj Vysočina,Odběrové sady,1000,0
2020-04-10,Kraj Vysočina,Ostatní,0,0
2020-04-10,Kraj Vysočina,Plicní ventilátory,0,0
2020-04-10,Kraj Vysočina,Polomasky,0,0
2020-04-10,Kraj Vysočina,Příslušenství k plicním ventilátorům,0,0
2020-04-10,Kraj Vysočina,Respirátory,48455,0
2020-04-10,Kraj Vysočina,Roušky,301896,95640
2020-04-10,Kraj Vysočina,Rukavice,75700,0
2020-04-10,Kraj Vysočina,Rychlotesty,3000,0
2020-04-10,Kraj Vysočina,Tampóny,2600,0
2020-04-10,Kraj Vysočina,Teploměry,0,0
2020-04-10,Kraj Vysočina,Termokamery,0,0
2020-04-10,Kraj Vysočina,Štíty,95,0
2020-04-10,Královéhradecký kraj,Brýle,990,0
2020-04-10,Královéhradecký kraj,Dezinfekce (l),2325,0
2020-04-10,Královéhradecký kraj,Filtry k polomaskám,400,0
2020-04-10,Královéhradecký kraj,Návleky na obuv,0,0
2020-04-10,Královéhradecký kraj,Ochranné oděvy,14999,0
2020-04-10,Královéhradecký kraj,Odběrové sady,2000,0
2020-04-10,Královéhradecký kraj,Ostatní,0,0
2020-04-10,Královéhradecký kraj,Plicní ventilátory,0,0
2020-04-10,Královéhradecký kraj,Polomasky,200,0
2020-04-10,Královéhradecký kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-10,Královéhradecký kraj,Respirátory,90390,0
2020-04-10,Královéhradecký kraj,Roušky,691397,103480
2020-04-10,Královéhradecký kraj,Rukavice,171300,0
2020-04-10,Královéhradecký kraj,Rychlotesty,3000,0
2020-04-10,Královéhradecký kraj,Tampóny,300,0
2020-04-10,Královéhradecký kraj,Teploměry,0,0
2020-04-10,Královéhradecký kraj,Termokamery,0,0
2020-04-10,Královéhradecký kraj,Štíty,335,0
2020-04-10,Liberecký kraj,Brýle,290,0
2020-04-10,Liberecký kraj,Dezinfekce (l),1020,0
2020-04-10,Liberecký kraj,Filtry k polomaskám,0,0
