datum,kraj,pomucka,pocet,zmena
2020-05-27,CZ032,Rukavice,1080461,0
2020-05-27,CZ032,Rychlotesty,34552,0
2020-05-27,CZ032,Tampóny,0,0
2020-05-27,CZ032,Teploměry,145,0
2020-05-27,CZ032,Termokamery,20,0
2020-05-27,CZ032,Štíty,3762,0
2020-05-27,CZ041,Brýle,1605,0
2020-05-27,CZ041,Dezinfekce (l),1355,0
2020-05-27,CZ041,Filtry k polomaskám,0,0
2020-05-27,CZ041,Návleky na obuv,1500,0
2020-05-27,CZ041,Ochranné oděvy,24819,0
2020-05-27,CZ041,Odběrové sady,15300,0
2020-05-27,CZ041,Ostatní,0,0
2020-05-27,CZ041,Plicní ventilátory,2,0
2020-05-27,CZ041,Polomasky,0,0
2020-05-27,CZ041,Příslušenství k plicním ventilátorům,5,0
2020-05-27,CZ041,Respirátory,170862,0
2020-05-27,CZ041,Roušky,540855,0
2020-05-27,CZ041,Rukavice,153319,0
2020-05-27,CZ041,Rychlotesty,43324,0
2020-05-27,CZ041,Tampóny,0,0
2020-05-27,CZ041,Teploměry,60,0
2020-05-27,CZ041,Termokamery,20,0
2020-05-27,CZ041,Štíty,2515,0
2020-05-27,CZ042,Brýle,3383,0
2020-05-27,CZ042,Dezinfekce (l),2920,0
2020-05-27,CZ042,Filtry k polomaskám,0,0
2020-05-27,CZ042,Návleky na obuv,10220,0
2020-05-27,CZ042,Ochranné oděvy,44814,0
2020-05-27,CZ042,Odběrové sady,20448,0
2020-05-27,CZ042,Ostatní,0,0
2020-05-27,CZ042,Plicní ventilátory,2,0
2020-05-27,CZ042,Polomasky,0,0
2020-05-27,CZ042,Příslušenství k plicním ventilátorům,5,0
2020-05-27,CZ042,Respirátory,379416,0
2020-05-27,CZ042,Roušky,1264016,0
2020-05-27,CZ042,Rukavice,586633,0
2020-05-27,CZ042,Rychlotesty,36621,0
2020-05-27,CZ042,Tampóny,0,0
2020-05-27,CZ042,Teploměry,93,0
2020-05-27,CZ042,Termokamery,20,0
2020-05-27,CZ042,Štíty,3469,0
2020-05-27,CZ051,Brýle,1835,0
2020-05-27,CZ051,Dezinfekce (l),1205,0
2020-05-27,CZ051,Filtry k polomaskám,0,0
2020-05-27,CZ051,Návleky na obuv,2050,0
2020-05-27,CZ051,Ochranné oděvy,15540,0
2020-05-27,CZ051,Odběrové sady,18100,0
2020-05-27,CZ051,Ostatní,0,0
2020-05-27,CZ051,Plicní ventilátory,2,0
2020-05-27,CZ051,Polomasky,0,0
2020-05-27,CZ051,Příslušenství k plicním ventilátorům,5,0
2020-05-27,CZ051,Respirátory,194690,0
2020-05-27,CZ051,Roušky,736900,0
2020-05-27,CZ051,Rukavice,258669,0
2020-05-27,CZ051,Rychlotesty,30310,0
2020-05-27,CZ051,Tampóny,0,0
2020-05-27,CZ051,Teploměry,40,0
2020-05-27,CZ051,Termokamery,20,0
2020-05-27,CZ051,Štíty,1725,0
2020-05-27,CZ052,Brýle,3435,0
2020-05-27,CZ052,Dezinfekce (l),2650,0
2020-05-27,CZ052,Filtry k polomaskám,2384,0
2020-05-27,CZ052,Návleky na obuv,500,0
2020-05-27,CZ052,Ochranné oděvy,33449,0
2020-05-27,CZ052,Odběrové sady,13300,0
2020-05-27,CZ052,Ostatní,0,0
2020-05-27,CZ052,Plicní ventilátory,2,0
2020-05-27,CZ052,Polomasky,800,0
2020-05-27,CZ052,Příslušenství k plicním ventilátorům,5,0
2020-05-27,CZ052,Respirátory,542535,0
2020-05-27,CZ052,Roušky,1399835,0
2020-05-27,CZ052,Rukavice,641124,0
2020-05-27,CZ052,Rychlotesty,31469,0
2020-05-27,CZ052,Tampóny,0,0
2020-05-27,CZ052,Teploměry,105,0
2020-05-27,CZ052,Termokamery,20,0
2020-05-27,CZ052,Štíty,2005,0
2020-05-27,CZ053,Brýle,2605,0
2020-05-27,CZ053,Dezinfekce (l),1130,0
2020-05-27,CZ053,Filtry k polomaskám,0,0
2020-05-27,CZ053,Návleky na obuv,6480,0
2020-05-27,CZ053,Ochranné oděvy,28543,0
2020-05-27,CZ053,Odběrové sady,13450,0
2020-05-27,CZ053,Ostatní,0,0
2020-05-27,CZ053,Plicní ventilátory,2,0
2020-05-27,CZ053,Polomasky,0,0
2020-05-27,CZ053,Příslušenství k plicním ventilátorům,5,0
2020-05-27,CZ053,Respirátory,304830,0
2020-05-27,CZ053,Roušky,885219,0
2020-05-27,CZ053,Rukavice,307404,0
2020-05-27,CZ053,Rychlotesty,31138,0
2020-05-27,CZ053,Tampóny,0,0
2020-05-27,CZ053,Teploměry,60,0
2020-05-27,CZ053,Termokamery,20,0
2020-05-27,CZ053,Štíty,3790,0
2020-05-27,CZ063,Brýle,1920,0
2020-05-27,CZ063,Dezinfekce (l),2060,0
2020-05-27,CZ063,Filtry k polomaskám,0,0
2020-05-27,CZ063,Návleky na obuv,10300,0
2020-05-27,CZ063,Ochranné oděvy,6860,0
2020-05-27,CZ063,Odběrové sady,8650,0
2020-05-27,CZ063,Ostatní,0,0
2020-05-27,CZ063,Plicní ventilátory,2,0
2020-05-27,CZ063,Polomasky,0,0
2020-05-27,CZ063,Příslušenství k plicním ventilátorům,5,0
2020-05-27,CZ063,Respirátory,219167,0
2020-05-27,CZ063,Roušky,1094029,0
2020-05-27,CZ063,Rukavice,275407,0
2020-05-27,CZ063,Rychlotesty,30393,0
2020-05-27,CZ063,Tampóny,0,0
2020-05-27,CZ063,Teploměry,100,0
2020-05-27,CZ063,Termokamery,20,0
2020-05-27,CZ063,Štíty,2495,0
2020-05-27,CZ064,Brýle,4220,0
2020-05-27,CZ064,Dezinfekce (l),9625,0
2020-05-27,CZ064,Filtry k polomaskám,5403,0
2020-05-27,CZ064,Návleky na obuv,10997,0
2020-05-27,CZ064,Ochranné oděvy,107436,0
2020-05-27,CZ064,Odběrové sady,119400,0
2020-05-27,CZ064,Ostatní,0,0
2020-05-27,CZ064,Plicní ventilátory,2,0
2020-05-27,CZ064,Polomasky,2041,0
2020-05-27,CZ064,Příslušenství k plicním ventilátorům,5,0
2020-05-27,CZ064,Respirátory,673349,0
2020-05-27,CZ064,Roušky,2759412,0
2020-05-27,CZ064,Rukavice,730284,0
2020-05-27,CZ064,Rychlotesty,60184,0
2020-05-27,CZ064,Tampóny,0,0
2020-05-27,CZ064,Teploměry,241,0
2020-05-27,CZ064,Termokamery,20,0
2020-05-27,CZ064,Štíty,5007,0
2020-05-27,CZ071,Brýle,3192,0
2020-05-27,CZ071,Dezinfekce (l),3730,0
2020-05-27,CZ071,Filtry k polomaskám,2346,0
2020-05-27,CZ071,Návleky na obuv,2050,0
2020-05-27,CZ071,Ochranné oděvy,14885,0
2020-05-27,CZ071,Odběrové sady,21600,0
2020-05-27,CZ071,Ostatní,0,0
2020-05-27,CZ071,Plicní ventilátory,5,0
2020-05-27,CZ071,Polomasky,850,0
2020-05-27,CZ071,Příslušenství k plicním ventilátorům,8,0
2020-05-27,CZ071,Respirátory,343564,0
2020-05-27,CZ071,Roušky,1578796,0
2020-05-27,CZ071,Rukavice,465258,0
2020-05-27,CZ071,Rychlotesty,97236,0
2020-05-27,CZ071,Tampóny,0,0
2020-05-27,CZ071,Teploměry,152,0
2020-05-27,CZ071,Termokamery,20,0
2020-05-27,CZ071,Štíty,3374,0
2020-05-27,CZ072,Brýle,3150,0
2020-05-27,CZ072,Dezinfekce (l),1950,0
2020-05-27,CZ072,Filtry k polomaskám,0,0
2020-05-27,CZ072,Návleky na obuv,850,0
2020-05-27,CZ072,Ochranné oděvy,15439,0
2020-05-27,CZ072,Odběrové sady,7700,0
2020-05-27,CZ072,Ostatní,0,0
2020-05-27,CZ072,Plicní ventilátory,2,0
2020-05-27,CZ072,Polomasky,0,0
2020-05-27,CZ072,Příslušenství k plicním ventilátorům,5,0
2020-05-27,CZ072,Respirátory,250770,0
2020-05-27,CZ072,Roušky,1028180,0
2020-05-27,CZ072,Rukavice,397963,0
2020-05-27,CZ072,Rychlotesty,30428,0
2020-05-27,CZ072,Tampóny,0,0
2020-05-27,CZ072,Teploměry,75,0
2020-05-27,CZ072,Termokamery,20,0
2020-05-27,CZ072,Štíty,3580,0
2020-05-27,CZ080,Brýle,5943,0
2020-05-27,CZ080,Dezinfekce (l),5000,0
2020-05-27,CZ080,Filtry k polomaskám,2644,0
2020-05-27,CZ080,Návleky na obuv,17232,0
2020-05-27,CZ080,Ochranné oděvy,69551,0
2020-05-27,CZ080,Odběrové sady,71350,0
2020-05-27,CZ080,Ostatní,0,0
2020-05-27,CZ080,Plicní ventilátory,2,0
2020-05-27,CZ080,Polomasky,964,0
2020-05-27,CZ080,Příslušenství k plicním ventilátorům,5,0
2020-05-27,CZ080,Respirátory,605101,0
2020-05-27,CZ080,Roušky,2201078,0
2020-05-27,CZ080,Rukavice,700848,0
2020-05-27,CZ080,Rychlotesty,67082,0
2020-05-27,CZ080,Tampóny,0,0
2020-05-27,CZ080,Teploměry,172,0
2020-05-27,CZ080,Termokamery,20,0
2020-05-27,CZ080,Štíty,3518,0
2020-05-27,Hlavní město Praha,Brýle,14038,446
2020-05-27,Hlavní město Praha,Dezinfekce (l),16675,0
2020-05-27,Hlavní město Praha,Filtry k polomaskám,18316,516
2020-05-27,Hlavní město Praha,Návleky na obuv,101930,33700
2020-05-27,Hlavní město Praha,Ochranné oděvy,390004,101194
2020-05-27,Hlavní město Praha,Odběrové sady,247810,29749
2020-05-27,Hlavní město Praha,Ostatní,8676,0
2020-05-27,Hlavní město Praha,Plicní ventilátory,25,0
2020-05-27,Hlavní město Praha,Polomasky,6026,36
2020-05-27,Hlavní město Praha,Příslušenství k plicním ventilátorům,22,0
2020-05-27,Hlavní město Praha,Respirátory,2860153,300008
2020-05-27,Hlavní město Praha,Roušky,7976747,805005
2020-05-27,Hlavní město Praha,Rukavice,2427004,182407
2020-05-27,Hlavní město Praha,Rychlotesty,132747,101
2020-05-27,Hlavní město Praha,Tampóny,0,0
2020-05-27,Hlavní město Praha,Teploměry,592,0
2020-05-27,Hlavní město Praha,Termokamery,47,0
2020-05-27,Hlavní město Praha,Štíty,12765,501
2020-05-27,Jihomoravský kraj,Brýle,4220,0
2020-05-27,Jihomoravský kraj,Dezinfekce (l),9625,0
2020-05-27,Jihomoravský kraj,Filtry k polomaskám,5403,0
2020-05-27,Jihomoravský kraj,Návleky na obuv,10997,0
2020-05-27,Jihomoravský kraj,Ochranné oděvy,107436,0
2020-05-27,Jihomoravský kraj,Odběrové sady,119400,0
2020-05-27,Jihomoravský kraj,Ostatní,0,0
2020-05-27,Jihomoravský kraj,Plicní ventilátory,2,0
2020-05-27,Jihomoravský kraj,Polomasky,2041,0
2020-05-27,Jihomoravský kraj,Příslušenství k plicním ventilátorům,5,0
2020-05-27,Jihomoravský kraj,Respirátory,673349,0
2020-05-27,Jihomoravský kraj,Roušky,2759412,0
2020-05-27,Jihomoravský kraj,Rukavice,730284,0
2020-05-27,Jihomoravský kraj,Rychlotesty,60184,0
2020-05-27,Jihomoravský kraj,Tampóny,0,0
2020-05-27,Jihomoravský kraj,Teploměry,241,0
2020-05-27,Jihomoravský kraj,Termokamery,20,0
2020-05-27,Jihomoravský kraj,Štíty,5007,0
2020-05-27,Jihočeský kraj,Brýle,2703,0
2020-05-27,Jihočeský kraj,Dezinfekce (l),1590,0
2020-05-27,Jihočeský kraj,Filtry k polomaskám,13,0
2020-05-27,Jihočeský kraj,Návleky na obuv,510,0
2020-05-27,Jihočeský kraj,Ochranné oděvy,30849,200
2020-05-27,Jihočeský kraj,Odběrové sady,4650,0
2020-05-27,Jihočeský kraj,Ostatní,0,0
2020-05-27,Jihočeský kraj,Plicní ventilátory,2,0
2020-05-27,Jihočeský kraj,Polomasky,5,0
2020-05-27,Jihočeský kraj,Příslušenství k plicním ventilátorům,5,0
2020-05-27,Jihočeský kraj,Respirátory,324124,840
2020-05-27,Jihočeský kraj,Roušky,1294473,2000
2020-05-27,Jihočeský kraj,Rukavice,462028,3100
2020-05-27,Jihočeský kraj,Rychlotesty,32843,0
2020-05-27,Jihočeský kraj,Tampóny,0,0
2020-05-27,Jihočeský kraj,Teploměry,70,0
2020-05-27,Jihočeský kraj,Termokamery,20,0
2020-05-27,Jihočeský kraj,Štíty,2316,100
2020-05-27,Karlovarský kraj,Brýle,1605,0
2020-05-27,Karlovarský kraj,Dezinfekce (l),1355,0
2020-05-27,Karlovarský kraj,Filtry k polomaskám,0,0
2020-05-27,Karlovarský kraj,Návleky na obuv,1500,0
2020-05-27,Karlovarský kraj,Ochranné oděvy,24819,0
2020-05-27,Karlovarský kraj,Odběrové sady,15300,0
2020-05-27,Karlovarský kraj,Ostatní,0,0
2020-05-27,Karlovarský kraj,Plicní ventilátory,2,0
2020-05-27,Karlovarský kraj,Polomasky,0,0
2020-05-27,Karlovarský kraj,Příslušenství k plicním ventilátorům,5,0
2020-05-27,Karlovarský kraj,Respirátory,170862,0
2020-05-27,Karlovarský kraj,Roušky,540855,0
2020-05-27,Karlovarský kraj,Rukavice,153319,0
2020-05-27,Karlovarský kraj,Rychlotesty,43324,0
2020-05-27,Karlovarský kraj,Tampóny,0,0
2020-05-27,Karlovarský kraj,Teploměry,60,0
2020-05-27,Karlovarský kraj,Termokamery,20,0
2020-05-27,Karlovarský kraj,Štíty,2515,0
2020-05-27,Kraj Vysočina,Brýle,1920,0
2020-05-27,Kraj Vysočina,Dezinfekce (l),2060,0
2020-05-27,Kraj Vysočina,Filtry k polomaskám,0,0
2020-05-27,Kraj Vysočina,Návleky na obuv,10300,0
2020-05-27,Kraj Vysočina,Ochranné oděvy,6860,0
2020-05-27,Kraj Vysočina,Odběrové sady,8650,0
2020-05-27,Kraj Vysočina,Ostatní,0,0
2020-05-27,Kraj Vysočina,Plicní ventilátory,2,0
2020-05-27,Kraj Vysočina,Polomasky,0,0
2020-05-27,Kraj Vysočina,Příslušenství k plicním ventilátorům,5,0
2020-05-27,Kraj Vysočina,Respirátory,219167,0
2020-05-27,Kraj Vysočina,Roušky,1094029,0
2020-05-27,Kraj Vysočina,Rukavice,275407,0
2020-05-27,Kraj Vysočina,Rychlotesty,30393,0
2020-05-27,Kraj Vysočina,Tampóny,0,0
2020-05-27,Kraj Vysočina,Teploměry,100,0
2020-05-27,Kraj Vysočina,Termokamery,20,0
2020-05-27,Kraj Vysočina,Štíty,2495,0
2020-05-27,Královéhradecký kraj,Brýle,3435,0
2020-05-27,Královéhradecký kraj,Dezinfekce (l),2650,0
2020-05-27,Královéhradecký kraj,Filtry k polomaskám,2384,0
2020-05-27,Královéhradecký kraj,Návleky na obuv,500,0
2020-05-27,Královéhradecký kraj,Ochranné oděvy,33449,0
2020-05-27,Královéhradecký kraj,Odběrové sady,13300,0
2020-05-27,Královéhradecký kraj,Ostatní,0,0
2020-05-27,Královéhradecký kraj,Plicní ventilátory,2,0
2020-05-27,Královéhradecký kraj,Polomasky,800,0
2020-05-27,Královéhradecký kraj,Příslušenství k plicním ventilátorům,5,0
2020-05-27,Královéhradecký kraj,Respirátory,542535,0
2020-05-27,Královéhradecký kraj,Roušky,1399835,0
2020-05-27,Královéhradecký kraj,Rukavice,641124,0
2020-05-27,Královéhradecký kraj,Rychlotesty,31469,0
2020-05-27,Královéhradecký kraj,Tampóny,0,0
2020-05-27,Královéhradecký kraj,Teploměry,105,0
2020-05-27,Královéhradecký kraj,Termokamery,20,0
2020-05-27,Královéhradecký kraj,Štíty,2005,0
2020-05-27,Liberecký kraj,Brýle,1835,0
2020-05-27,Liberecký kraj,Dezinfekce (l),1205,0
2020-05-27,Liberecký kraj,Filtry k polomaskám,0,0
2020-05-27,Liberecký kraj,Návleky na obuv,2050,0
2020-05-27,Liberecký kraj,Ochranné oděvy,15540,0
2020-05-27,Liberecký kraj,Odběrové sady,18100,0
2020-05-27,Liberecký kraj,Ostatní,0,0
2020-05-27,Liberecký kraj,Plicní ventilátory,2,0
2020-05-27,Liberecký kraj,Polomasky,0,0
2020-05-27,Liberecký kraj,Příslušenství k plicním ventilátorům,5,0
2020-05-27,Liberecký kraj,Respirátory,194690,0
2020-05-27,Liberecký kraj,Roušky,736900,0
2020-05-27,Liberecký kraj,Rukavice,258669,0
2020-05-27,Liberecký kraj,Rychlotesty,30310,0
2020-05-27,Liberecký kraj,Tampóny,0,0
2020-05-27,Liberecký kraj,Teploměry,40,0
2020-05-27,Liberecký kraj,Termokamery,20,0
2020-05-27,Liberecký kraj,Štíty,1725,0
2020-05-27,Moravskoslezský kraj,Brýle,5943,0
2020-05-27,Moravskoslezský kraj,Dezinfekce (l),5000,0
2020-05-27,Moravskoslezský kraj,Filtry k polomaskám,2644,0
2020-05-27,Moravskoslezský kraj,Návleky na obuv,17232,0
2020-05-27,Moravskoslezský kraj,Ochranné oděvy,69551,0
2020-05-27,Moravskoslezský kraj,Odběrové sady,71350,0
2020-05-27,Moravskoslezský kraj,Ostatní,0,0
2020-05-27,Moravskoslezský kraj,Plicní ventilátory,2,0
2020-05-27,Moravskoslezský kraj,Polomasky,964,0
2020-05-27,Moravskoslezský kraj,Příslušenství k plicním ventilátorům,5,0
2020-05-27,Moravskoslezský kraj,Respirátory,605101,0
2020-05-27,Moravskoslezský kraj,Roušky,2201078,0
2020-05-27,Moravskoslezský kraj,Rukavice,700848,0
2020-05-27,Moravskoslezský kraj,Rychlotesty,67082,0
2020-05-27,Moravskoslezský kraj,Tampóny,0,0
2020-05-27,Moravskoslezský kraj,Teploměry,172,0
2020-05-27,Moravskoslezský kraj,Termokamery,20,0
2020-05-27,Moravskoslezský kraj,Štíty,3518,0
2020-05-27,Olomoucký kraj,Brýle,3192,0
2020-05-27,Olomoucký kraj,Dezinfekce (l),3730,0
2020-05-27,Olomoucký kraj,Filtry k polomaskám,2346,0
2020-05-27,Olomoucký kraj,Návleky na obuv,2050,0
2020-05-27,Olomoucký kraj,Ochranné oděvy,14885,0
2020-05-27,Olomoucký kraj,Odběrové sady,21600,0
2020-05-27,Olomoucký kraj,Ostatní,0,0
2020-05-27,Olomoucký kraj,Plicní ventilátory,5,0
2020-05-27,Olomoucký kraj,Polomasky,850,0
2020-05-27,Olomoucký kraj,Příslušenství k plicním ventilátorům,8,0
2020-05-27,Olomoucký kraj,Respirátory,343564,0
2020-05-27,Olomoucký kraj,Roušky,1578796,0
2020-05-27,Olomoucký kraj,Rukavice,465258,0
2020-05-27,Olomoucký kraj,Rychlotesty,97236,0
2020-05-27,Olomoucký kraj,Tampóny,0,0
2020-05-27,Olomoucký kraj,Teploměry,152,0
2020-05-27,Olomoucký kraj,Termokamery,20,0
2020-05-27,Olomoucký kraj,Štíty,3374,0
2020-05-27,Pardubický kraj,Brýle,2605,0
2020-05-27,Pardubický kraj,Dezinfekce (l),1130,0
2020-05-27,Pardubický kraj,Filtry k polomaskám,0,0
2020-05-27,Pardubický kraj,Návleky na obuv,6480,0
2020-05-27,Pardubický kraj,Ochranné oděvy,28543,0
2020-05-27,Pardubický kraj,Odběrové sady,13450,0
2020-05-27,Pardubický kraj,Ostatní,0,0
2020-05-27,Pardubický kraj,Plicní ventilátory,2,0
2020-05-27,Pardubický kraj,Polomasky,0,0
2020-05-27,Pardubický kraj,Příslušenství k plicním ventilátorům,5,0
2020-05-27,Pardubický kraj,Respirátory,304830,0
2020-05-27,Pardubický kraj,Roušky,885219,0
2020-05-27,Pardubický kraj,Rukavice,307404,0
2020-05-27,Pardubický kraj,Rychlotesty,31138,0
2020-05-27,Pardubický kraj,Tampóny,0,0
2020-05-27,Pardubický kraj,Teploměry,60,0
2020-05-27,Pardubický kraj,Termokamery,20,0
2020-05-27,Pardubický kraj,Štíty,3790,0
2020-05-27,Plzeňský kraj,Brýle,2994,0
2020-05-27,Plzeňský kraj,Dezinfekce (l),8970,0
2020-05-27,Plzeňský kraj,Filtry k polomaskám,2509,0
2020-05-27,Plzeňský kraj,Návleky na obuv,48250,0
2020-05-27,Plzeňský kraj,Ochranné oděvy,94865,0
2020-05-27,Plzeňský kraj,Odběrové sady,39250,0
2020-05-27,Plzeňský kraj,Ostatní,0,0
2020-05-27,Plzeňský kraj,Plicní ventilátory,2,0
2020-05-27,Plzeňský kraj,Polomasky,879,0
2020-05-27,Plzeňský kraj,Příslušenství k plicním ventilátorům,5,0
2020-05-27,Plzeňský kraj,Respirátory,656447,0
2020-05-27,Plzeňský kraj,Roušky,2490061,0
2020-05-27,Plzeňský kraj,Rukavice,1080461,0
2020-05-27,Plzeňský kraj,Rychlotesty,34552,0
2020-05-27,Plzeňský kraj,Tampóny,0,0
2020-05-27,Plzeňský kraj,Teploměry,145,0
2020-05-27,Plzeňský kraj,Termokamery,20,0
2020-05-27,Plzeňský kraj,Štíty,3762,0
2020-05-27,Středočeský kraj,Brýle,2925,30
2020-05-27,Středočeský kraj,Dezinfekce (l),1525,0
2020-05-27,Středočeský kraj,Filtry k polomaskám,0,0
2020-05-27,Středočeský kraj,Návleky na obuv,150,0
2020-05-27,Středočeský kraj,Ochranné oděvy,16698,1910
2020-05-27,Středočeský kraj,Odběrové sady,33620,800
2020-05-27,Středočeský kraj,Ostatní,0,0
2020-05-27,Středočeský kraj,Plicní ventilátory,2,0
2020-05-27,Středočeský kraj,Polomasky,0,0
2020-05-27,Středočeský kraj,Příslušenství k plicním ventilátorům,5,0
2020-05-27,Středočeský kraj,Respirátory,445775,3090
2020-05-27,Středočeský kraj,Roušky,1630966,2500
2020-05-27,Středočeský kraj,Rukavice,651522,1100
2020-05-27,Středočeský kraj,Rychlotesty,50569,0
2020-05-27,Středočeský kraj,Tampóny,0,0
2020-05-27,Středočeský kraj,Teploměry,60,0
2020-05-27,Středočeský kraj,Termokamery,20,0
2020-05-27,Středočeský kraj,Štíty,2347,100
2020-05-27,Zlínský kraj,Brýle,3150,0
2020-05-27,Zlínský kraj,Dezinfekce (l),1950,0
2020-05-27,Zlínský kraj,Filtry k polomaskám,0,0
2020-05-27,Zlínský kraj,Návleky na obuv,850,0
2020-05-27,Zlínský kraj,Ochranné oděvy,15439,0
2020-05-27,Zlínský kraj,Odběrové sady,7700,0
2020-05-27,Zlínský kraj,Ostatní,0,0
2020-05-27,Zlínský kraj,Plicní ventilátory,2,0
2020-05-27,Zlínský kraj,Polomasky,0,0
2020-05-27,Zlínský kraj,Příslušenství k plicním ventilátorům,5,0
2020-05-27,Zlínský kraj,Respirátory,250770,0
2020-05-27,Zlínský kraj,Roušky,1028180,0
2020-05-27,Zlínský kraj,Rukavice,397963,0
2020-05-27,Zlínský kraj,Rychlotesty,30428,0
2020-05-27,Zlínský kraj,Tampóny,0,0
2020-05-27,Zlínský kraj,Teploměry,75,0
2020-05-27,Zlínský kraj,Termokamery,20,0
2020-05-27,Zlínský kraj,Štíty,3580,0
2020-05-27,Ústecký kraj,Brýle,3383,0
2020-05-27,Ústecký kraj,Dezinfekce (l),2920,0
2020-05-27,Ústecký kraj,Filtry k polomaskám,0,0
2020-05-27,Ústecký kraj,Návleky na obuv,10220,0
2020-05-27,Ústecký kraj,Ochranné oděvy,44814,0
2020-05-27,Ústecký kraj,Odběrové sady,20448,0
2020-05-27,Ústecký kraj,Ostatní,0,0
2020-05-27,Ústecký kraj,Plicní ventilátory,2,0
2020-05-27,Ústecký kraj,Polomasky,0,0
2020-05-27,Ústecký kraj,Příslušenství k plicním ventilátorům,5,0
2020-05-27,Ústecký kraj,Respirátory,379416,0
2020-05-27,Ústecký kraj,Roušky,1264016,0
2020-05-27,Ústecký kraj,Rukavice,586633,0
2020-05-27,Ústecký kraj,Rychlotesty,36621,0
2020-05-27,Ústecký kraj,Tampóny,0,0
2020-05-27,Ústecký kraj,Teploměry,93,0
2020-05-27,Ústecký kraj,Termokamery,20,0
2020-05-27,Ústecký kraj,Štíty,3469,0
2020-05-28,CZ010,Brýle,14038,0
2020-05-28,CZ010,Dezinfekce (l),16675,0
2020-05-28,CZ010,Filtry k polomaskám,18316,0
2020-05-28,CZ010,Návleky na obuv,101930,0
2020-05-28,CZ010,Ochranné oděvy,390004,0
2020-05-28,CZ010,Odběrové sady,247810,0
2020-05-28,CZ010,Ostatní,8676,0
2020-05-28,CZ010,Plicní ventilátory,25,0
2020-05-28,CZ010,Polomasky,6026,0
2020-05-28,CZ010,Příslušenství k plicním ventilátorům,22,0
2020-05-28,CZ010,Respirátory,2860353,200
2020-05-28,CZ010,Roušky,7976747,0
2020-05-28,CZ010,Rukavice,2427004,0
2020-05-28,CZ010,Rychlotesty,132747,0
2020-05-28,CZ010,Tampóny,0,0
2020-05-28,CZ010,Teploměry,592,0
2020-05-28,CZ010,Termokamery,47,0
2020-05-28,CZ010,Štíty,12765,0
2020-05-28,CZ020,Brýle,2925,0
2020-05-28,CZ020,Dezinfekce (l),1525,0
2020-05-28,CZ020,Filtry k polomaskám,0,0
2020-05-28,CZ020,Návleky na obuv,150,0
2020-05-28,CZ020,Ochranné oděvy,16698,0
2020-05-28,CZ020,Odběrové sady,33620,0
2020-05-28,CZ020,Ostatní,0,0
2020-05-28,CZ020,Plicní ventilátory,2,0
2020-05-28,CZ020,Polomasky,0,0
2020-05-28,CZ020,Příslušenství k plicním ventilátorům,5,0
2020-05-28,CZ020,Respirátory,445775,0
2020-05-28,CZ020,Roušky,1630966,0
2020-05-28,CZ020,Rukavice,651522,0
2020-05-28,CZ020,Rychlotesty,50569,0
2020-05-28,CZ020,Tampóny,0,0
2020-05-28,CZ020,Teploměry,60,0
2020-05-28,CZ020,Termokamery,20,0
2020-05-28,CZ020,Štíty,2347,0
2020-05-28,CZ031,Brýle,2703,0
2020-05-28,CZ031,Dezinfekce (l),1590,0
2020-05-28,CZ031,Filtry k polomaskám,13,0
2020-05-28,CZ031,Návleky na obuv,510,0
2020-05-28,CZ031,Ochranné oděvy,30849,0
2020-05-28,CZ031,Odběrové sady,4650,0
2020-05-28,CZ031,Ostatní,0,0
2020-05-28,CZ031,Plicní ventilátory,2,0
2020-05-28,CZ031,Polomasky,5,0
2020-05-28,CZ031,Příslušenství k plicním ventilátorům,5,0
2020-05-28,CZ031,Respirátory,324124,0
2020-05-28,CZ031,Roušky,1294473,0
2020-05-28,CZ031,Rukavice,462028,0
2020-05-28,CZ031,Rychlotesty,32843,0
2020-05-28,CZ031,Tampóny,0,0
2020-05-28,CZ031,Teploměry,70,0
2020-05-28,CZ031,Termokamery,20,0
2020-05-28,CZ031,Štíty,2316,0
2020-05-28,CZ032,Brýle,2994,0
2020-05-28,CZ032,Dezinfekce (l),8970,0
2020-05-28,CZ032,Filtry k polomaskám,2509,0
2020-05-28,CZ032,Návleky na obuv,48250,0
2020-05-28,CZ032,Ochranné oděvy,94865,0
2020-05-28,CZ032,Odběrové sady,39250,0
2020-05-28,CZ032,Ostatní,0,0
2020-05-28,CZ032,Plicní ventilátory,2,0
2020-05-28,CZ032,Polomasky,879,0
2020-05-28,CZ032,Příslušenství k plicním ventilátorům,5,0
2020-05-28,CZ032,Respirátory,656447,0
2020-05-28,CZ032,Roušky,2490061,0
2020-05-28,CZ032,Rukavice,1080461,0
2020-05-28,CZ032,Rychlotesty,34552,0
2020-05-28,CZ032,Tampóny,0,0
2020-05-28,CZ032,Teploměry,145,0
2020-05-28,CZ032,Termokamery,20,0
2020-05-28,CZ032,Štíty,3762,0
2020-05-28,CZ041,Brýle,1605,0
2020-05-28,CZ041,Dezinfekce (l),1355,0
2020-05-28,CZ041,Filtry k polomaskám,0,0
2020-05-28,CZ041,Návleky na obuv,1500,0
2020-05-28,CZ041,Ochranné oděvy,24819,0
2020-05-28,CZ041,Odběrové sady,15300,0
2020-05-28,CZ041,Ostatní,0,0
2020-05-28,CZ041,Plicní ventilátory,2,0
2020-05-28,CZ041,Polomasky,0,0
2020-05-28,CZ041,Příslušenství k plicním ventilátorům,5,0
2020-05-28,CZ041,Respirátory,170862,0
