datum,kraj_nuts_kod,okres_lau_kod,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti
2020-05-27,CZ0422,CZ042,28,24,1
2020-05-27,CZ0423,CZ042,256,234,11
2020-05-27,CZ0424,CZ042,27,22,3
2020-05-27,CZ0425,CZ042,40,35,6
2020-05-27,CZ0426,CZ042,56,49,0
2020-05-27,CZ0427,CZ042,79,78,0
2020-05-27,CZ0511,CZ051,8,7,0
2020-05-27,CZ0512,CZ051,82,77,1
2020-05-27,CZ0513,CZ051,72,68,2
2020-05-27,CZ0514,CZ051,38,36,1
2020-05-27,CZ0521,CZ052,64,61,1
2020-05-27,CZ0522,CZ052,23,19,1
2020-05-27,CZ0523,CZ052,66,65,0
2020-05-27,CZ0524,CZ052,19,17,1
2020-05-27,CZ0525,CZ052,27,23,1
2020-05-27,CZ0531,CZ053,79,78,0
2020-05-27,CZ0532,CZ053,141,128,4
2020-05-27,CZ0533,CZ053,36,33,2
2020-05-27,CZ0534,CZ053,24,20,2
2020-05-27,CZ0631,CZ063,93,83,3
2020-05-27,CZ0632,CZ063,15,13,0
2020-05-27,CZ0633,CZ063,1,1,0
2020-05-27,CZ0634,CZ063,33,29,1
2020-05-27,CZ0635,CZ063,40,39,0
2020-05-27,CZ0641,CZ064,32,22,0
2020-05-27,CZ0642,CZ064,193,162,3
2020-05-27,CZ0643,CZ064,69,62,1
2020-05-27,CZ0644,CZ064,116,99,14
2020-05-27,CZ0645,CZ064,14,11,0
2020-05-27,CZ0646,CZ064,33,27,0
2020-05-27,CZ0647,CZ064,71,69,0
2020-05-27,CZ0711,CZ071,10,10,0
2020-05-27,CZ0712,CZ071,535,500,18
2020-05-27,CZ0713,CZ071,78,58,0
2020-05-27,CZ0714,CZ071,53,50,1
2020-05-27,CZ0715,CZ071,48,45,0
2020-05-27,CZ0721,CZ072,35,30,0
2020-05-27,CZ0722,CZ072,144,141,2
2020-05-27,CZ0723,CZ072,46,44,0
2020-05-27,CZ0724,CZ072,143,118,1
2020-05-27,CZ0801,CZ080,27,25,1
2020-05-27,CZ0802,CZ080,288,233,8
2020-05-27,CZ0803,CZ080,418,123,2
2020-05-27,CZ0804,CZ080,102,86,4
2020-05-27,CZ0805,CZ080,203,179,9
2020-05-27,CZ0806,CZ080,469,352,33
2020-05-28,CZ0100,CZ010,2019,1685,95
2020-05-28,CZ020A,CZ020,168,150,4
2020-05-28,CZ020B,CZ020,50,45,2
2020-05-28,CZ020C,CZ020,14,13,0
2020-05-28,CZ0201,CZ020,89,85,1
2020-05-28,CZ0202,CZ020,78,75,1
2020-05-28,CZ0203,CZ020,109,99,6
2020-05-28,CZ0204,CZ020,72,59,1
2020-05-28,CZ0205,CZ020,36,36,0
2020-05-28,CZ0206,CZ020,107,77,2
2020-05-28,CZ0207,CZ020,54,44,1
2020-05-28,CZ0208,CZ020,58,51,1
2020-05-28,CZ0209,CZ020,193,169,4
2020-05-28,CZ0311,CZ031,42,41,0
2020-05-28,CZ0312,CZ031,22,22,0
2020-05-28,CZ0313,CZ031,19,18,0
2020-05-28,CZ0314,CZ031,11,11,0
2020-05-28,CZ0315,CZ031,36,23,5
2020-05-28,CZ0316,CZ031,35,34,1
2020-05-28,CZ0317,CZ031,17,17,0
2020-05-28,CZ0321,CZ032,350,319,8
2020-05-28,CZ0322,CZ032,88,80,0
2020-05-28,CZ0323,CZ032,102,96,2
2020-05-28,CZ0324,CZ032,36,29,5
2020-05-28,CZ0325,CZ032,21,16,0
2020-05-28,CZ0326,CZ032,6,6,0
2020-05-28,CZ0327,CZ032,52,49,2
2020-05-28,CZ0411,CZ041,303,245,34
2020-05-28,CZ0412,CZ041,81,78,3
2020-05-28,CZ0413,CZ041,68,65,0
2020-05-28,CZ0421,CZ042,47,46,0
2020-05-28,CZ0422,CZ042,28,24,1
2020-05-28,CZ0423,CZ042,261,235,11
2020-05-28,CZ0424,CZ042,27,22,3
2020-05-28,CZ0425,CZ042,40,35,6
2020-05-28,CZ0426,CZ042,56,49,0
2020-05-28,CZ0427,CZ042,79,78,0
2020-05-28,CZ0511,CZ051,8,7,0
2020-05-28,CZ0512,CZ051,82,77,1
2020-05-28,CZ0513,CZ051,72,68,2
2020-05-28,CZ0514,CZ051,38,36,1
2020-05-28,CZ0521,CZ052,65,61,1
2020-05-28,CZ0522,CZ052,23,20,1
2020-05-28,CZ0523,CZ052,66,65,0
2020-05-28,CZ0524,CZ052,19,17,1
2020-05-28,CZ0525,CZ052,27,23,1
2020-05-28,CZ0531,CZ053,79,78,0
2020-05-28,CZ0532,CZ053,142,129,4
2020-05-28,CZ0533,CZ053,36,33,2
2020-05-28,CZ0534,CZ053,24,20,2
2020-05-28,CZ0631,CZ063,93,85,3
2020-05-28,CZ0632,CZ063,15,13,0
2020-05-28,CZ0633,CZ063,1,1,0
2020-05-28,CZ0634,CZ063,33,29,1
2020-05-28,CZ0635,CZ063,40,39,0
2020-05-28,CZ0641,CZ064,32,22,0
2020-05-28,CZ0642,CZ064,196,162,3
2020-05-28,CZ0643,CZ064,70,62,1
2020-05-28,CZ0644,CZ064,116,99,14
2020-05-28,CZ0645,CZ064,14,12,0
2020-05-28,CZ0646,CZ064,33,28,0
2020-05-28,CZ0647,CZ064,71,70,0
2020-05-28,CZ0711,CZ071,10,10,0
2020-05-28,CZ0712,CZ071,535,502,18
2020-05-28,CZ0713,CZ071,78,61,0
2020-05-28,CZ0714,CZ071,53,50,1
2020-05-28,CZ0715,CZ071,48,45,0
2020-05-28,CZ0721,CZ072,36,31,0
2020-05-28,CZ0722,CZ072,144,141,2
2020-05-28,CZ0723,CZ072,46,44,0
2020-05-28,CZ0724,CZ072,146,118,1
2020-05-28,CZ0801,CZ080,27,25,1
2020-05-28,CZ0802,CZ080,289,236,8
2020-05-28,CZ0803,CZ080,430,125,2
2020-05-28,CZ0804,CZ080,102,87,4
2020-05-28,CZ0805,CZ080,203,179,9
2020-05-28,CZ0806,CZ080,471,358,33
2020-05-29,CZ0100,CZ010,2029,1697,95
2020-05-29,CZ020A,CZ020,169,151,4
2020-05-29,CZ020B,CZ020,50,45,2
2020-05-29,CZ020C,CZ020,14,13,0
2020-05-29,CZ0201,CZ020,89,85,1
2020-05-29,CZ0202,CZ020,78,75,1
2020-05-29,CZ0203,CZ020,109,100,6
2020-05-29,CZ0204,CZ020,72,62,1
2020-05-29,CZ0205,CZ020,36,36,0
2020-05-29,CZ0206,CZ020,108,77,2
2020-05-29,CZ0207,CZ020,54,45,1
2020-05-29,CZ0208,CZ020,60,51,1
2020-05-29,CZ0209,CZ020,193,173,4
2020-05-29,CZ0311,CZ031,42,41,0
2020-05-29,CZ0312,CZ031,22,22,0
2020-05-29,CZ0313,CZ031,19,18,0
2020-05-29,CZ0314,CZ031,14,11,0
2020-05-29,CZ0315,CZ031,36,25,5
2020-05-29,CZ0316,CZ031,35,34,1
2020-05-29,CZ0317,CZ031,17,17,0
2020-05-29,CZ0321,CZ032,350,327,8
2020-05-29,CZ0322,CZ032,88,80,0
2020-05-29,CZ0323,CZ032,102,97,2
2020-05-29,CZ0324,CZ032,36,29,5
2020-05-29,CZ0325,CZ032,21,16,0
2020-05-29,CZ0326,CZ032,6,6,0
2020-05-29,CZ0327,CZ032,52,49,2
2020-05-29,CZ0411,CZ041,303,248,34
2020-05-29,CZ0412,CZ041,81,78,3
2020-05-29,CZ0413,CZ041,68,65,0
2020-05-29,CZ0421,CZ042,47,47,0
2020-05-29,CZ0422,CZ042,28,24,1
2020-05-29,CZ0423,CZ042,265,237,11
2020-05-29,CZ0424,CZ042,27,22,3
2020-05-29,CZ0425,CZ042,40,35,6
2020-05-29,CZ0426,CZ042,56,50,0
2020-05-29,CZ0427,CZ042,79,78,0
2020-05-29,CZ0511,CZ051,8,7,0
2020-05-29,CZ0512,CZ051,82,77,1
2020-05-29,CZ0513,CZ051,72,68,2
2020-05-29,CZ0514,CZ051,38,36,1
2020-05-29,CZ0521,CZ052,65,62,1
2020-05-29,CZ0522,CZ052,23,20,1
2020-05-29,CZ0523,CZ052,66,65,0
2020-05-29,CZ0524,CZ052,19,17,1
2020-05-29,CZ0525,CZ052,27,23,1
2020-05-29,CZ0531,CZ053,79,79,0
2020-05-29,CZ0532,CZ053,142,129,4
2020-05-29,CZ0533,CZ053,36,33,2
2020-05-29,CZ0534,CZ053,24,20,2
2020-05-29,CZ0631,CZ063,93,85,3
2020-05-29,CZ0632,CZ063,15,13,0
2020-05-29,CZ0633,CZ063,1,1,0
2020-05-29,CZ0634,CZ063,33,30,1
2020-05-29,CZ0635,CZ063,40,39,0
2020-05-29,CZ0641,CZ064,32,22,0
2020-05-29,CZ0642,CZ064,205,163,3
2020-05-29,CZ0643,CZ064,70,62,1
2020-05-29,CZ0644,CZ064,116,99,14
2020-05-29,CZ0645,CZ064,15,12,0
2020-05-29,CZ0646,CZ064,33,28,0
2020-05-29,CZ0647,CZ064,71,70,0
2020-05-29,CZ0711,CZ071,10,10,0
2020-05-29,CZ0712,CZ071,536,503,18
2020-05-29,CZ0713,CZ071,78,62,0
2020-05-29,CZ0714,CZ071,53,51,1
2020-05-29,CZ0715,CZ071,48,46,0
2020-05-29,CZ0721,CZ072,36,31,0
2020-05-29,CZ0722,CZ072,144,141,2
2020-05-29,CZ0723,CZ072,46,44,0
2020-05-29,CZ0724,CZ072,146,121,1
2020-05-29,CZ0801,CZ080,27,25,1
2020-05-29,CZ0802,CZ080,290,237,8
2020-05-29,CZ0803,CZ080,445,129,2
2020-05-29,CZ0804,CZ080,102,87,4
2020-05-29,CZ0805,CZ080,204,179,9
2020-05-29,CZ0806,CZ080,473,364,33
2020-05-30,CZ0100,CZ010,2037,1708,95
2020-05-30,CZ020A,CZ020,169,154,4
2020-05-30,CZ020B,CZ020,50,45,2
2020-05-30,CZ020C,CZ020,14,13,0
2020-05-30,CZ0201,CZ020,89,85,1
2020-05-30,CZ0202,CZ020,78,76,1
2020-05-30,CZ0203,CZ020,109,100,6
2020-05-30,CZ0204,CZ020,72,62,1
2020-05-30,CZ0205,CZ020,36,36,0
2020-05-30,CZ0206,CZ020,109,79,2
2020-05-30,CZ0207,CZ020,54,45,1
2020-05-30,CZ0208,CZ020,60,51,1
2020-05-30,CZ0209,CZ020,194,177,4
2020-05-30,CZ0311,CZ031,42,41,0
2020-05-30,CZ0312,CZ031,22,22,0
2020-05-30,CZ0313,CZ031,19,18,0
2020-05-30,CZ0314,CZ031,14,11,0
2020-05-30,CZ0315,CZ031,36,25,5
2020-05-30,CZ0316,CZ031,35,34,1
2020-05-30,CZ0317,CZ031,17,17,0
2020-05-30,CZ0321,CZ032,350,328,8
2020-05-30,CZ0322,CZ032,88,80,0
2020-05-30,CZ0323,CZ032,102,97,2
2020-05-30,CZ0324,CZ032,36,29,5
2020-05-30,CZ0325,CZ032,21,16,0
2020-05-30,CZ0326,CZ032,6,6,0
2020-05-30,CZ0327,CZ032,52,49,2
2020-05-30,CZ0411,CZ041,303,251,34
2020-05-30,CZ0412,CZ041,81,78,3
2020-05-30,CZ0413,CZ041,68,65,0
2020-05-30,CZ0421,CZ042,47,47,0
2020-05-30,CZ0422,CZ042,28,24,1
2020-05-30,CZ0423,CZ042,265,237,11
2020-05-30,CZ0424,CZ042,27,22,3
2020-05-30,CZ0425,CZ042,40,35,6
2020-05-30,CZ0426,CZ042,56,50,0
2020-05-30,CZ0427,CZ042,79,78,0
2020-05-30,CZ0511,CZ051,8,7,0
2020-05-30,CZ0512,CZ051,82,78,1
2020-05-30,CZ0513,CZ051,72,68,2
2020-05-30,CZ0514,CZ051,38,36,1
2020-05-30,CZ0521,CZ052,65,62,1
2020-05-30,CZ0522,CZ052,23,20,1
2020-05-30,CZ0523,CZ052,66,65,0
2020-05-30,CZ0524,CZ052,19,17,1
2020-05-30,CZ0525,CZ052,27,23,1
2020-05-30,CZ0531,CZ053,79,79,0
2020-05-30,CZ0532,CZ053,142,129,4
2020-05-30,CZ0533,CZ053,36,33,2
2020-05-30,CZ0534,CZ053,24,21,2
2020-05-30,CZ0631,CZ063,93,85,3
2020-05-30,CZ0632,CZ063,15,13,0
2020-05-30,CZ0633,CZ063,1,1,0
2020-05-30,CZ0634,CZ063,33,31,1
2020-05-30,CZ0635,CZ063,41,39,0
2020-05-30,CZ0641,CZ064,32,22,0
2020-05-30,CZ0642,CZ064,208,163,3
2020-05-30,CZ0643,CZ064,72,63,1
2020-05-30,CZ0644,CZ064,116,99,14
2020-05-30,CZ0645,CZ064,15,12,0
2020-05-30,CZ0646,CZ064,34,28,0
2020-05-30,CZ0647,CZ064,71,70,0
2020-05-30,CZ0711,CZ071,10,10,0
2020-05-30,CZ0712,CZ071,538,503,18
2020-05-30,CZ0713,CZ071,79,62,0
2020-05-30,CZ0714,CZ071,53,51,1
2020-05-30,CZ0715,CZ071,48,46,0
2020-05-30,CZ0721,CZ072,36,32,0
2020-05-30,CZ0722,CZ072,144,141,2
2020-05-30,CZ0723,CZ072,46,44,0
2020-05-30,CZ0724,CZ072,146,121,1
2020-05-30,CZ0801,CZ080,27,25,1
2020-05-30,CZ0802,CZ080,290,237,8
2020-05-30,CZ0803,CZ080,453,130,2
2020-05-30,CZ0804,CZ080,102,87,4
2020-05-30,CZ0805,CZ080,204,181,9
2020-05-30,CZ0806,CZ080,473,368,33
2020-05-31,CZ0100,CZ010,2045,1713,95
2020-05-31,CZ020A,CZ020,169,155,4
2020-05-31,CZ020B,CZ020,50,45,2
2020-05-31,CZ020C,CZ020,14,13,0
2020-05-31,CZ0201,CZ020,89,85,1
2020-05-31,CZ0202,CZ020,78,76,1
2020-05-31,CZ0203,CZ020,109,101,6
2020-05-31,CZ0204,CZ020,72,62,1
2020-05-31,CZ0205,CZ020,36,36,0
2020-05-31,CZ0206,CZ020,109,80,2
2020-05-31,CZ0207,CZ020,54,46,1
2020-05-31,CZ0208,CZ020,67,51,1
2020-05-31,CZ0209,CZ020,194,177,4
2020-05-31,CZ0311,CZ031,42,41,0
2020-05-31,CZ0312,CZ031,22,22,0
2020-05-31,CZ0313,CZ031,19,18,0
2020-05-31,CZ0314,CZ031,14,11,0
2020-05-31,CZ0315,CZ031,36,25,5
2020-05-31,CZ0316,CZ031,35,34,1
2020-05-31,CZ0317,CZ031,17,17,0
2020-05-31,CZ0321,CZ032,350,329,8
2020-05-31,CZ0322,CZ032,88,80,0
2020-05-31,CZ0323,CZ032,102,97,2
2020-05-31,CZ0324,CZ032,36,29,5
2020-05-31,CZ0325,CZ032,21,16,0
2020-05-31,CZ0326,CZ032,6,6,0
2020-05-31,CZ0327,CZ032,52,49,2
2020-05-31,CZ0411,CZ041,303,251,34
2020-05-31,CZ0412,CZ041,81,78,3
2020-05-31,CZ0413,CZ041,68,66,0
2020-05-31,CZ0421,CZ042,47,47,0
2020-05-31,CZ0422,CZ042,28,24,1
2020-05-31,CZ0423,CZ042,265,237,11
2020-05-31,CZ0424,CZ042,27,22,3
2020-05-31,CZ0425,CZ042,40,35,6
2020-05-31,CZ0426,CZ042,56,50,0
2020-05-31,CZ0427,CZ042,79,78,0
2020-05-31,CZ0511,CZ051,8,7,0
2020-05-31,CZ0512,CZ051,82,78,1
2020-05-31,CZ0513,CZ051,72,68,2
2020-05-31,CZ0514,CZ051,38,36,1
2020-05-31,CZ0521,CZ052,65,62,1
2020-05-31,CZ0522,CZ052,23,20,1
2020-05-31,CZ0523,CZ052,66,65,0
2020-05-31,CZ0524,CZ052,19,17,1
2020-05-31,CZ0525,CZ052,27,23,1
2020-05-31,CZ0531,CZ053,79,79,0
2020-05-31,CZ0532,CZ053,142,129,4
2020-05-31,CZ0533,CZ053,36,33,2
2020-05-31,CZ0534,CZ053,24,21,2
2020-05-31,CZ0631,CZ063,93,85,3
2020-05-31,CZ0632,CZ063,15,13,0
2020-05-31,CZ0633,CZ063,1,1,0
2020-05-31,CZ0634,CZ063,33,31,1
2020-05-31,CZ0635,CZ063,41,39,0
2020-05-31,CZ0641,CZ064,32,22,0
2020-05-31,CZ0642,CZ064,210,165,3
2020-05-31,CZ0643,CZ064,72,63,1
2020-05-31,CZ0644,CZ064,116,99,14
2020-05-31,CZ0645,CZ064,15,12,0
2020-05-31,CZ0646,CZ064,34,28,0
2020-05-31,CZ0647,CZ064,72,70,0
2020-05-31,CZ0711,CZ071,10,10,0
2020-05-31,CZ0712,CZ071,538,503,18
2020-05-31,CZ0713,CZ071,79,62,0
2020-05-31,CZ0714,CZ071,53,51,1
2020-05-31,CZ0715,CZ071,48,47,0
2020-05-31,CZ0721,CZ072,36,32,0
2020-05-31,CZ0722,CZ072,144,141,2
2020-05-31,CZ0723,CZ072,46,44,0
2020-05-31,CZ0724,CZ072,146,123,1
2020-05-31,CZ0801,CZ080,27,25,1
2020-05-31,CZ0802,CZ080,290,237,8
2020-05-31,CZ0803,CZ080,460,130,2
2020-05-31,CZ0804,CZ080,102,87,4
2020-05-31,CZ0805,CZ080,204,181,9
2020-05-31,CZ0806,CZ080,473,371,33
2020-06-01,CZ0100,CZ010,2056,1755,96
2020-06-01,CZ020A,CZ020,169,156,4
2020-06-01,CZ020B,CZ020,50,45,2
2020-06-01,CZ020C,CZ020,14,13,0
2020-06-01,CZ0201,CZ020,89,86,1
2020-06-01,CZ0202,CZ020,78,76,1
2020-06-01,CZ0203,CZ020,109,101,6
2020-06-01,CZ0204,CZ020,72,62,1
2020-06-01,CZ0205,CZ020,36,36,0
2020-06-01,CZ0206,CZ020,109,82,2
2020-06-01,CZ0207,CZ020,54,46,1
2020-06-01,CZ0208,CZ020,67,51,1
2020-06-01,CZ0209,CZ020,194,178,4
2020-06-01,CZ0311,CZ031,42,41,0
2020-06-01,CZ0312,CZ031,22,22,0
2020-06-01,CZ0313,CZ031,19,19,0
2020-06-01,CZ0314,CZ031,14,11,0
2020-06-01,CZ0315,CZ031,36,25,5
2020-06-01,CZ0316,CZ031,35,34,1
2020-06-01,CZ0317,CZ031,17,17,0
2020-06-01,CZ0321,CZ032,350,330,8
2020-06-01,CZ0322,CZ032,88,80,0
2020-06-01,CZ0323,CZ032,102,97,2
2020-06-01,CZ0324,CZ032,36,29,5
2020-06-01,CZ0325,CZ032,21,16,0
2020-06-01,CZ0326,CZ032,6,6,0
2020-06-01,CZ0327,CZ032,52,49,2
2020-06-01,CZ0411,CZ041,303,251,34
2020-06-01,CZ0412,CZ041,81,78,3
2020-06-01,CZ0413,CZ041,68,66,0
2020-06-01,CZ0421,CZ042,47,47,0
2020-06-01,CZ0422,CZ042,28,25,1
2020-06-01,CZ0423,CZ042,265,239,11
2020-06-01,CZ0424,CZ042,27,22,3
2020-06-01,CZ0425,CZ042,40,35,6
2020-06-01,CZ0426,CZ042,56,51,0
2020-06-01,CZ0427,CZ042,79,78,0
2020-06-01,CZ0511,CZ051,8,7,0
2020-06-01,CZ0512,CZ051,82,78,1
2020-06-01,CZ0513,CZ051,72,68,2
2020-06-01,CZ0514,CZ051,38,36,1
2020-06-01,CZ0521,CZ052,66,62,1
2020-06-01,CZ0522,CZ052,23,20,1
2020-06-01,CZ0523,CZ052,66,65,0
2020-06-01,CZ0524,CZ052,19,17,1
2020-06-01,CZ0525,CZ052,27,23,1
2020-06-01,CZ0531,CZ053,79,79,0
2020-06-01,CZ0532,CZ053,142,129,4
2020-06-01,CZ0533,CZ053,36,34,2
2020-06-01,CZ0534,CZ053,24,21,2
2020-06-01,CZ0631,CZ063,93,85,3
2020-06-01,CZ0632,CZ063,15,13,0
2020-06-01,CZ0633,CZ063,1,1,0
2020-06-01,CZ0634,CZ063,33,31,1
2020-06-01,CZ0635,CZ063,41,39,0
2020-06-01,CZ0641,CZ064,32,22,0
2020-06-01,CZ0642,CZ064,213,166,3
2020-06-01,CZ0643,CZ064,73,63,2
2020-06-01,CZ0644,CZ064,116,99,14
2020-06-01,CZ0645,CZ064,15,12,0
2020-06-01,CZ0646,CZ064,34,29,0
2020-06-01,CZ0647,CZ064,72,70,0
2020-06-01,CZ0711,CZ071,10,10,0
2020-06-01,CZ0712,CZ071,542,504,18
2020-06-01,CZ0713,CZ071,79,66,0
2020-06-01,CZ0714,CZ071,53,51,1
2020-06-01,CZ0715,CZ071,48,47,0
2020-06-01,CZ0721,CZ072,36,32,0
2020-06-01,CZ0722,CZ072,144,141,2
2020-06-01,CZ0723,CZ072,46,44,0
2020-06-01,CZ0724,CZ072,146,123,1
2020-06-01,CZ0801,CZ080,27,25,1
2020-06-01,CZ0802,CZ080,290,238,8
2020-06-01,CZ0803,CZ080,466,137,2
2020-06-01,CZ0804,CZ080,102,87,4
2020-06-01,CZ0805,CZ080,204,182,9
2020-06-01,CZ0806,CZ080,475,373,33
2020-06-02,CZ0100,CZ010,2071,1771,96
2020-06-02,CZ020A,CZ020,169,157,4
2020-06-02,CZ020B,CZ020,50,45,2
2020-06-02,CZ020C,CZ020,14,13,0
2020-06-02,CZ0201,CZ020,89,86,1
2020-06-02,CZ0202,CZ020,78,76,1
2020-06-02,CZ0203,CZ020,109,101,6
2020-06-02,CZ0204,CZ020,72,63,1
2020-06-02,CZ0205,CZ020,36,36,0
2020-06-02,CZ0206,CZ020,109,97,2
2020-06-02,CZ0207,CZ020,54,47,1
2020-06-02,CZ0208,CZ020,67,51,1
2020-06-02,CZ0209,CZ020,194,180,4
2020-06-02,CZ0311,CZ031,42,41,0
2020-06-02,CZ0312,CZ031,22,22,0
2020-06-02,CZ0313,CZ031,19,19,0
2020-06-02,CZ0314,CZ031,14,11,0
2020-06-02,CZ0315,CZ031,36,25,5
2020-06-02,CZ0316,CZ031,35,34,1
2020-06-02,CZ0317,CZ031,17,17,0
2020-06-02,CZ0321,CZ032,350,330,8
2020-06-02,CZ0322,CZ032,88,80,0
2020-06-02,CZ0323,CZ032,102,98,2
2020-06-02,CZ0324,CZ032,36,29,5
2020-06-02,CZ0325,CZ032,21,16,0
2020-06-02,CZ0326,CZ032,7,6,0
2020-06-02,CZ0327,CZ032,52,49,2
2020-06-02,CZ0411,CZ041,304,254,34
2020-06-02,CZ0412,CZ041,81,78,3
2020-06-02,CZ0413,CZ041,68,66,0
2020-06-02,CZ0421,CZ042,47,47,0
2020-06-02,CZ0422,CZ042,28,27,1
2020-06-02,CZ0423,CZ042,266,239,11
2020-06-02,CZ0424,CZ042,27,22,3
2020-06-02,CZ0425,CZ042,40,35,6
2020-06-02,CZ0426,CZ042,59,51,0
2020-06-02,CZ0427,CZ042,81,78,0
2020-06-02,CZ0511,CZ051,8,7,0
2020-06-02,CZ0512,CZ051,82,79,1
2020-06-02,CZ0513,CZ051,72,69,2
2020-06-02,CZ0514,CZ051,38,36,1
2020-06-02,CZ0521,CZ052,66,62,1
2020-06-02,CZ0522,CZ052,23,21,1
2020-06-02,CZ0523,CZ052,66,65,0
2020-06-02,CZ0524,CZ052,19,17,1
2020-06-02,CZ0525,CZ052,27,23,1
2020-06-02,CZ0531,CZ053,79,79,0
2020-06-02,CZ0532,CZ053,142,129,5
2020-06-02,CZ0533,CZ053,36,34,2
2020-06-02,CZ0534,CZ053,24,21,2
2020-06-02,CZ0631,CZ063,93,85,3
2020-06-02,CZ0632,CZ063,15,13,0
2020-06-02,CZ0633,CZ063,2,1,0
2020-06-02,CZ0634,CZ063,33,31,1
2020-06-02,CZ0635,CZ063,41,39,0
2020-06-02,CZ0641,CZ064,32,23,0
2020-06-02,CZ0642,CZ064,217,168,3
2020-06-02,CZ0643,CZ064,75,63,2
2020-06-02,CZ0644,CZ064,116,99,14
2020-06-02,CZ0645,CZ064,15,12,0
2020-06-02,CZ0646,CZ064,36,30,0
2020-06-02,CZ0647,CZ064,74,71,0
2020-06-02,CZ0711,CZ071,10,10,0
2020-06-02,CZ0712,CZ071,548,504,18
2020-06-02,CZ0713,CZ071,79,67,0
2020-06-02,CZ0714,CZ071,53,51,1
2020-06-02,CZ0715,CZ071,48,47,0
2020-06-02,CZ0721,CZ072,36,32,0
2020-06-02,CZ0722,CZ072,144,141,2
2020-06-02,CZ0723,CZ072,46,44,0
2020-06-02,CZ0724,CZ072,146,125,1
2020-06-02,CZ0801,CZ080,27,25,1
2020-06-02,CZ0802,CZ080,292,239,8
2020-06-02,CZ0803,CZ080,478,149,2
2020-06-02,CZ0804,CZ080,103,88,4
2020-06-02,CZ0805,CZ080,204,183,9
2020-06-02,CZ0806,CZ080,475,375,33
2020-06-03,CZ0100,CZ010,2095,1789,96
2020-06-03,CZ020A,CZ020,171,159,4
2020-06-03,CZ020B,CZ020,50,45,2
2020-06-03,CZ020C,CZ020,14,13,0
2020-06-03,CZ0201,CZ020,89,88,1
2020-06-03,CZ0202,CZ020,78,76,1
2020-06-03,CZ0203,CZ020,109,102,6
2020-06-03,CZ0204,CZ020,72,63,1
2020-06-03,CZ0205,CZ020,37,36,0
2020-06-03,CZ0206,CZ020,109,98,2
2020-06-03,CZ0207,CZ020,54,47,1
2020-06-03,CZ0208,CZ020,67,51,1
2020-06-03,CZ0209,CZ020,194,181,4
2020-06-03,CZ0311,CZ031,42,41,0
2020-06-03,CZ0312,CZ031,23,22,0
2020-06-03,CZ0313,CZ031,19,19,0
2020-06-03,CZ0314,CZ031,14,11,0
2020-06-03,CZ0315,CZ031,36,26,5
2020-06-03,CZ0316,CZ031,35,34,1
2020-06-03,CZ0317,CZ031,17,17,0
2020-06-03,CZ0321,CZ032,350,331,8
2020-06-03,CZ0322,CZ032,88,80,0
2020-06-03,CZ0323,CZ032,102,98,2
2020-06-03,CZ0324,CZ032,36,29,5
2020-06-03,CZ0325,CZ032,21,21,0
2020-06-03,CZ0326,CZ032,7,6,0
2020-06-03,CZ0327,CZ032,52,49,2
2020-06-03,CZ0411,CZ041,306,258,34
2020-06-03,CZ0412,CZ041,81,78,3
2020-06-03,CZ0413,CZ041,68,66,0
2020-06-03,CZ0421,CZ042,47,47,0
2020-06-03,CZ0422,CZ042,28,27,1
2020-06-03,CZ0423,CZ042,267,240,11
2020-06-03,CZ0424,CZ042,27,22,3
2020-06-03,CZ0425,CZ042,40,35,6
2020-06-03,CZ0426,CZ042,60,56,0
2020-06-03,CZ0427,CZ042,84,78,0
2020-06-03,CZ0511,CZ051,8,7,0
2020-06-03,CZ0512,CZ051,82,79,1
2020-06-03,CZ0513,CZ051,73,70,2
2020-06-03,CZ0514,CZ051,38,36,1
2020-06-03,CZ0521,CZ052,66,62,1
2020-06-03,CZ0522,CZ052,23,21,1
2020-06-03,CZ0523,CZ052,66,65,0
2020-06-03,CZ0524,CZ052,19,17,1
2020-06-03,CZ0525,CZ052,27,23,1
2020-06-03,CZ0531,CZ053,79,79,0
2020-06-03,CZ0532,CZ053,142,130,5
2020-06-03,CZ0533,CZ053,36,34,2
2020-06-03,CZ0534,CZ053,24,21,2
2020-06-03,CZ0631,CZ063,93,85,3
2020-06-03,CZ0632,CZ063,15,14,0
2020-06-03,CZ0633,CZ063,2,1,0
2020-06-03,CZ0634,CZ063,33,31,1
2020-06-03,CZ0635,CZ063,41,39,0
2020-06-03,CZ0641,CZ064,32,24,0
2020-06-03,CZ0642,CZ064,217,169,3
2020-06-03,CZ0643,CZ064,75,64,3
2020-06-03,CZ0644,CZ064,116,101,14
2020-06-03,CZ0645,CZ064,15,12,0
2020-06-03,CZ0646,CZ064,36,30,0
2020-06-03,CZ0647,CZ064,74,72,0
2020-06-03,CZ0711,CZ071,10,10,0
2020-06-03,CZ0712,CZ071,548,506,18
2020-06-03,CZ0713,CZ071,79,68,0
2020-06-03,CZ0714,CZ071,53,51,1
2020-06-03,CZ0715,CZ071,48,47,0
2020-06-03,CZ0721,CZ072,36,33,0
2020-06-03,CZ0722,CZ072,144,142,2
2020-06-03,CZ0723,CZ072,47,44,0
2020-06-03,CZ0724,CZ072,146,126,1
